class,concept,weight
onion rings,tender interior,0.6
onion rings,hollow center,0.9
onion rings,uniform brown color,0.8
onion rings,not too thin,0.5
onion rings,piped into hot oil,0.7
onion rings,yellow or brown,0.5
onion rings,baked until crisp,0.8
onion rings,sliced thickly,0.7
onion rings,sheen,0.5
onion rings,darker brown center,0.5
onion rings,golden reddish brown,0.8
onion rings,round and thick,0.7
onion rings,round cross-section,0.9
onion rings,toasty color,0.6
onion rings,"thin, crispy skin",0.7
onion rings,"round, white food",0.8
onion rings,color is natural,0.5
onion rings,generally round,1.0
onion rings,surface is bumpy,0.6
onion rings,light brown exterior,0.9
onion rings,beautiful golden hue,0.8
onion rings,shaped like a sun,0.7
onion rings,"dark, sienna brown",0.7
onion rings,grease,0.8
onion rings,stack of golden food,0.7
onion rings,golden in color,0.9
onion rings,o-shaped,1.0
onion rings,caramel brown color,0.5
onion rings,golden colored toast,0.6
onion rings,slight thickness,0.7
onion rings,flat top and bottom,0.6
onion rings,too thin,0.5
onion rings,"small, flat disk",0.6
onion rings,circular border,0.8
onion rings,white outer ring,0.7
onion rings,symmetrical shape,0.8
onion rings,symmetrical,0.8
onion rings,shaped like a ring,1.0
onion rings,light brown edge,0.8
onion rings,very symmetrical,0.8
onion rings,stacked in a pile,0.8
onion rings,"dark, brown color",0.7
onion rings,dish,0.5
onion rings,spherical shape,0.6
onion rings,flour,0.5
onion rings,chewy and moist,0.5
onion rings,moist interior,0.8
onion rings,variety of textures,0.6
onion rings,few small bumps,0.5
onion rings,slight chewiness,0.7
onion rings,more brown in color,0.6
onion rings,thick and golden,0.9
onion rings,deep orange in color,0.5
onion rings,light orange color,0.5
onion rings,twisted or curled,0.7
onion rings,shaped like a circle,0.9
onion rings,round or oval-shaped,0.8
onion rings,uniform in color,0.7
onion rings,deep golden hue,0.9
onion rings,not too mushy,0.8
onion rings,sliced thinly,0.7
onion rings,vibrant brown color,0.6
onion rings,shaped like circles,0.9
onion rings,a little bit lighter,0.5
onion rings,irregular,0.8
onion rings,"bright, sunny brown",0.7
onion rings,"ridged, crimped edge",0.9
onion rings,bit flat,0.5
onion rings,color is deep amber,0.6
onion rings,dark brown edge,0.7
onion rings,stained a dark brown,0.6
onion rings,"bright, sunny yellow",0.6
onion rings,served whole,0.5
onion rings,sliced very thinly,0.5
onion rings,looks nice and thick,0.6
onion rings,touching each other,0.5
onion rings,soft in the middle,0.6
onion rings,food is curved,0.8
onion rings,"round, blunt end",0.7
onion rings,crisp shell,0.9
onion rings,"pure, golden color",0.8
onion rings,still light and airy,0.5
onion rings,color is deep golden,0.8
onion rings,blunt ends,0.7
onion rings,crispy bottom,0.6
onion rings,cut into circles,0.9
onion rings,spherical or oblong,0.8
onion rings,round on the top,0.7
onion rings,hint of amber,0.5
onion rings,round and smooth,0.6
onion rings,edges are crispy,0.9
onion rings,rounded,0.6
onion rings,outside is crispy,0.9
onion rings,perfect circle,0.7
onion rings,thickly sliced,0.6
onion rings,crisp edges,0.8
onion rings,repeating pattern,0.7
onion rings,rolled in flour,0.5
onion rings,bit brown in color,0.7
onion rings,ruffled edges,0.8
onion rings,well-defined border,0.9
onion rings,raised surface,0.5
onion rings,brownish-gold,0.6
onion rings,rich golden color,0.5
oysters,firm and white,0.5
oysters,cooked in the shell,1.0
oysters,chopped or whole,0.7
oysters,brown and white,0.5
oysters,"moist, oily texture",0.9
oysters,grayish brown,0.8
oysters,beautiful sheen,0.5
oysters,color is beige,0.6
oysters,usually round,0.6
oysters,become rubbery,0.7
oysters,split open top,0.5
oysters,pale in color,0.6
oysters,rich and smooth,0.6
oysters,soft inside,0.5
oysters,raw food are crunchy,0.5
oysters,"dark, damp places",0.5
oysters,creamy interior,0.7
oysters,light brownish-gray,0.6
oysters,1/2 an inch wide,0.5
oysters,chewy,0.5
oysters,have a slight sheen,0.6
oysters,pale white,0.7
oysters,firm to the bite,0.5
oysters,light colored flesh,0.8
oysters,color is uniform,0.6
oysters,glossy surface,0.5
oysters,"firm, yet velvety",0.5
oysters,meat is white,0.8
oysters,cartilage,0.7
oysters,cupped,0.9
oysters,shrimp or crab,0.6
oysters,"baked, fried, saueed",0.5
oysters,hinged at the back,0.7
oysters,not be cooked,0.5
oysters,fried golden brown,0.5
oysters,light blue-grey foot,0.6
oysters,consumed whole,0.8
oysters,small mouth,0.7
oysters,dimpled surface,0.5
oysters,slight curve from it,0.6
oysters,surface is not bumpy,0.5
oysters,darker back,0.5
oysters,visible through it,0.7
oysters,baked or broiled,0.6
oysters,glittering silver,0.7
oysters,edges are scalloped,0.8
oysters,round belly,0.5
oysters,round,0.5
oysters,color will be darker,0.5
oysters,firm and meaty,0.7
oysters,slight firmness,0.6
oysters,ridged bottoms,0.5
oysters,overall tender,0.6
oysters,brownish black,0.5
oysters,pointy ends,0.6
oysters,wide bottom,0.5
oysters,color is gray,0.8
oysters,slight graininess,0.5
oysters,oval,0.7
oysters,look appetizing,0.5
oysters,brown or grey,0.6
oysters,white wine,0.5
oysters,thin white membrane,0.7
oysters,closed at the top,0.6
oysters,texture,0.8
oysters,mostly white,0.5
oysters,as is,0.6
oysters,sheen,0.8
oysters,cloudy,0.7
oysters,slight opacity,0.6
oysters,shape of a horseshoe,0.5
oysters,grayish tint,0.9
oysters,bubbl,0.6
oysters,color is natural,1.0
oysters,not symmetrical,1.0
oysters,surface is bumpy,1.0
oysters,pale ivory color,1.0
oysters,mate in the spring,1.0
oysters,"small, brown scales",1.0
oysters,"pale, white color",0.8
oysters,surface was smooth,0.6
oysters,slightly creamy,0.5
oysters,have a glossy sheen,0.7
oysters,rare,0.5
oysters,glossy sheen,0.6
oysters,pinkish-orange flesh,0.7
oysters,symmetrical shape,0.7
oysters,curved and twisted,0.8
oysters,white underbelly,0.7
oysters,symmetrical,0.7
oysters,little lumpy,0.7
oysters,milky white,0.7
oysters,belly is white,0.7
oysters,very symmetrical,0.7
oysters,light gray,0.7
oysters,bucket of ice,0.8
oysters,shell,1.0
oysters,moist interior,0.5
oysters,variety of textures,0.7
oysters,few small bumps,0.6
oysters,slight chewiness,0.8
oysters,shiny,0.6
oysters,twisted or curled,0.7
oysters,chilled,0.6
oysters,round or oval-shaped,0.8
oysters,not too mushy,0.5
oysters,pointy,0.6
oysters,irregular,1.0
oysters,strong ocean smell,1.0
oysters,dark gray color,0.5
oysters,"ridged, crimped edge",1.0
oysters,bit flat,1.0
oysters,soft top,1.0
oysters,split open on top,0.5
oysters,served whole,1.0
oysters,touching each other,0.5
oysters,laid out in a row,0.5
oysters,orange-pink color,0.5
oysters,slightly oily,1.0
oysters,soft in the middle,1.0
oysters,greenish tint,0.5
oysters,"round, blunt end",0.7
oysters,crisp shell,0.8
oysters,siphon,0.6
oysters,oblong shape,0.5
oysters,blunt ends,0.6
oysters,spherical or oblong,0.7
oysters,sheen to them,0.6
oysters,opaque,0.5
oysters,round and smooth,0.6
oysters,"hard, shiny shell",1.0
oysters,saltiness,0.7
oysters,surface is smooth,0.5
oysters,curved,0.5
oysters,dark brown shell,0.5
pad thai,a lot of toppings,0.6
pad thai,egg,0.7
pad thai,looks appetizing,0.9
pad thai,golden hue,0.5
pad thai,"thin, flat noodle",0.9
pad thai,good,0.8
pad thai,impress,0.6
pad thai,white or yellow,0.8
pad thai,dark amber color,0.7
pad thai,oily,0.6
pad thai,deep golden color,0.6
pad thai,dried and cooked,0.5
pad thai,brown and white,0.7
pad thai,"moist, oily texture",0.8
pad thai,"crispy, golden-brow",0.6
pad thai,color is beige,0.7
pad thai,orange in color,0.5
pad thai,eggs,0.6
pad thai,use pan,0.5
pad thai,long,0.8
pad thai,a lot of noodles,0.9
pad thai,traditionally topped,0.7
pad thai,"long, thin shape",0.8
pad thai,nice and steamy,0.5
pad thai,soy sauce,0.7
pad thai,chewy bite,0.5
pad thai,tofu and vegetables,0.8
pad thai,"thick, hearty sauce",0.5
pad thai,yellow onions,0.6
pad thai,1/2 an inch wide,0.5
pad thai,a lot of sauce on it,0.5
pad thai,chewy,0.6
pad thai,straight or curly,0.5
pad thai,red or orange color,0.5
pad thai,chopped or shredded,1.0
pad thai,have a nice bite,0.5
pad thai,firm to the bite,0.5
pad thai,shredded or diced,1.0
pad thai,brownish red,0.5
pad thai,color will be brown,0.5
pad thai,golden and brown,0.7
pad thai,"deep, reddish brown",0.7
pad thai,"rich, dark brown",0.5
pad thai,shrimp or crab,0.9
pad thai,reddish brown,0.7
pad thai,slight lemony tang,0.5
pad thai,color of a new penny,0.6
pad thai,rich golden brown,0.5
pad thai,layered dish,0.7
pad thai,perfectly balanced,0.6
pad thai,nice tang,0.5
pad thai,darker yellow color,0.6
pad thai,greasy texture,0.5
pad thai,so satisfying,0.6
pad thai,various toppings,0.7
pad thai,served piping hot,0.5
pad thai,"warm, golden color",0.6
pad thai,brown in color,0.5
pad thai,look very appetizing,0.6
pad thai,golden and delicious,0.5
pad thai,please all palates,0.5
pad thai,"long, thin noodle",1.0
pad thai,garnishe,0.7
pad thai,uniform width,0.5
pad thai,slightly shiny,0.5
pad thai,visually appealing,0.6
pad thai,bit red in color,0.7
pad thai,crispy and chewy,0.8
pad thai,look appetizing,0.9
pad thai,slightly chewy skin,0.7
pad thai,beautiful red color,0.5
pad thai,lean protein,0.5
pad thai,neat pile,0.5
pad thai,long and slender,0.5
pad thai,sheen,0.5
pad thai,salmon or shrimp,0.8
pad thai,signature sweetness,0.6
pad thai,golden reddish brown,0.7
pad thai,toasty color,0.5
pad thai,fried egg,0.8
pad thai,basil is chopped,0.7
pad thai,golden in color,0.7
pad thai,cilantro,0.9
pad thai,thick and sticky,0.5
pad thai,chopped or diced,0.6
pad thai,green onions,0.7
pad thai,shredded or chopped,0.6
pad thai,green color,0.5
pad thai,curved and twisted,0.8
pad thai,soaked,0.7
pad thai,sauce,0.9
pad thai,hot,0.5
pad thai,light brown edge,0.5
pad thai,sesame seeds,0.6
pad thai,chewy interior,0.5
pad thai,tube noodle,0.9
pad thai,"dark, brown color",0.7
pad thai,long and thin noodle,1.0
pad thai,dish,1.0
pad thai,cooked in a wok,0.8
pad thai,bright green garnish,0.7
pad thai,moist interior,0.5
pad thai,variety of textures,0.8
pad thai,slight chewiness,0.7
pad thai,green side,0.6
pad thai,soy sauce,0.9
pad thai,shiny,0.5
pad thai,orange color,0.7
pad thai,deep orange in color,0.8
pad thai,floating vegetables,0.6
pad thai,"brown, sticky mess",0.5
pad thai,light orange color,0.6
pad thai,twisted or curled,0.7
pad thai,not too mushy,0.5
pad thai,light pink shrimp,0.9
pad thai,sliced thinly,0.6
pad thai,messy affair,0.5
pad thai,kick of heat,0.5
pad thai,bit of a bite to it,0.5
pad thai,shrimp or lobster,0.6
pad thai,light green sauce,0.7
pad thai,bean sprouts,0.9
pad thai,"long, flat noodle",1.0
pad thai,"deep, rich brown",0.5
paella,twelve food,0.5
paella,a lot of toppings,0.8
paella,"small, brown legs",0.7
paella,fiery red color,0.6
paella,looks appetizing,0.6
paella,golden hue,0.6
paella,corn or green beans,0.5
paella,good,0.5
paella,regal golden color,0.6
paella,white or yellow,0.8
paella,cut into rings,0.7
paella,dark amber color,0.6
paella,baked in the oven,0.5
paella,colors,0.5
paella,"clear, golden color",0.6
paella,deep golden color,0.7
paella,chopped or whole,0.5
paella,"moist, oily texture",0.8
paella,orange in color,0.7
paella,use pan,0.8
paella,"fiery, red color",0.5
paella,traditionally topped,0.5
paella,slight smokey flavor,0.5
paella,top of the rice,1.0
paella,magnificent color,0.5
paella,lovely golden hue,0.6
paella,"large, round shape",0.5
paella,chopped or shredded,0.5
paella,shredded or diced,0.6
paella,large gatherings,0.5
paella,golden and brown,0.7
paella,"deep, reddish brown",0.6
paella,"rich, dark brown",0.7
paella,bubbling,0.8
paella,shrimp or crab,0.9
paella,gooey and bubbly,0.7
paella,reddish brown,0.6
paella,color of a new penny,0.5
paella,color is a red,0.5
paella,rich golden brown,0.6
paella,gooey and melted,0.6
paella,next layer is squid,0.7
paella,"baked, fried, saueed",0.5
paella,shrimp or fish,1.0
paella,layered dish,0.8
paella,stunning centerpiece,0.5
paella,darker yellow color,0.7
paella,various toppings,0.6
paella,"warm, golden color",0.6
paella,melted together,0.6
paella,vibrant red,0.7
paella,look very appetizing,0.5
paella,evenly cooked,0.5
paella,golden and delicious,0.5
paella,not be overcooked,0.7
paella,deep sides,0.6
paella,color will be darker,0.5
paella,firm and meaty,0.6
paella,slight firmness,0.5
paella,one large dish,0.8
paella,golden orange,0.6
paella,"lovely, sunny hue",0.5
paella,overall tender,0.5
paella,topped with a lemon-,0.7
paella,topping,0.6
paella,messy dish,0.5
paella,"thick, hearty stew",0.5
paella,bubbly and thick,0.6
paella,visually appealing,0.7
paella,bit red in color,0.8
paella,look appetizing,0.7
paella,beautiful red color,0.7
paella,uniform golden color,0.5
paella,layer of red tomato,0.6
paella,lean protein,0.5
paella,white wine,0.6
paella,pretty dish,0.5
paella,texture,0.5
paella,yellow or brown,0.7
paella,salmon or shrimp,0.8
paella,golden reddish brown,0.7
paella,assembled,0.7
paella,small balls of rice,1.0
paella,not symmetrical,0.5
paella,surface is bumpy,0.5
paella,beautiful golden hue,0.8
paella,shaped like a sun,0.6
paella,and peppers,0.9
paella,olive,0.8
paella,golden in color,0.9
paella,cilantro,0.5
paella,"thick, red broth",0.8
paella,hint of spice,0.7
paella,chopped or diced,0.6
paella,green onions,0.7
paella,shredded or chopped,0.6
paella,dull red color,0.7
paella,a hint of lemon,0.7
paella,burnt brown color,0.6
paella,"dark, reddish brown",0.7
paella,meld together nicely,0.7
paella,slightly charred top,0.6
paella,green color,0.6
paella,high starch content,0.5
paella,baked in a big pan,0.9
paella,sauce,0.8
paella,fluffy yellow color,0.8
paella,dish,0.7
paella,cooked in a wok,0.6
paella,very hearty,0.5
paella,bright green garnish,0.5
paella,shell,0.5
paella,moist interior,0.8
paella,variety of textures,0.7
paella,green side,0.5
paella,white or green,0.6
paella,orange color,0.7
paella,thick and golden,0.5
paella,deep orange in color,0.7
paella,floating vegetables,0.8
paella,light orange color,0.6
paella,top with tomatoes,0.7
paella,deep golden hue,0.6
paella,light pink shrimp,0.8
paella,"bright, fiery red",0.5
paella,tad orange,0.6
paella,strong ocean smell,0.5
paella,"bright, sunny yellow",0.7
paella,thin strips,0.5
paella,garnished,0.5
paella,slightly oily,0.5
paella,"pure, golden color",0.5
paella,color is deep golden,0.5
paella,shrimp or lobster,0.6
paella,red,0.6
paella,"round, colorful",0.7
paella,unique dish,0.5
paella,baked in a large pan,0.8
paella,pink or red in color,0.5
paella,"round, flat dish",0.8
paella,rich golden color,0.7
paella,fried in a pan,0.5
pancakes,looks appetizing,0.5
pancakes,shaped like a blini,0.8
pancakes,flat top,0.6
pancakes,golden hue,0.7
pancakes,"light, fluffy white",0.5
pancakes,regal golden color,0.7
pancakes,white or yellow,0.8
pancakes,very hearty cake,0.7
pancakes,dark amber color,0.6
pancakes,oily,0.5
pancakes,round and small,0.9
pancakes,deep golden color,0.7
pancakes,brown and white,0.8
pancakes,"moist, oily texture",0.7
pancakes,thick and pasty,0.5
pancakes,grayish brown,0.6
pancakes,beautiful sheen,0.7
pancakes,color is beige,0.6
pancakes,darker exterior,0.7
pancakes,usually round,1.0
pancakes,slightly toasted,0.6
pancakes,use pan,0.9
pancakes,rich and smooth,0.5
pancakes,soft inside,0.8
pancakes,bronze,0.7
pancakes,velvet,0.5
pancakes,fluffy interior,0.8
pancakes,traditionally topped,0.6
pancakes,brown side,1.0
pancakes,"round, like a food",1.0
pancakes,slightly domed top,1.0
pancakes,"short, thick circle",1.0
pancakes,crisp outside,1.0
pancakes,lovely golden hue,1.0
pancakes,"large, round shape",1.0
pancakes,crisp outer layer,1.0
pancakes,light brownish-gray,0.7
pancakes,light and airy touch,0.8
pancakes,rich and light,0.5
pancakes,slightly dense crumb,0.5
pancakes,neutral color,0.6
pancakes,tan color,0.7
pancakes,airy texture,0.8
pancakes,crispy outside,0.6
pancakes,pale in colour,0.6
pancakes,"soft, fluffy inside",0.7
pancakes,very round,0.8
pancakes,have a slight sheen,0.5
pancakes,oozing with syrup,1.0
pancakes,color will be brown,1.0
pancakes,symmetrical in shape,0.8
pancakes,color is uniform,0.8
pancakes,glossy surface,0.7
pancakes,golden and brown,1.0
pancakes,gooey interior,0.5
pancakes,slightly indented,0.5
pancakes,soft on the inside,1.0
pancakes,"deep, reddish brown",0.7
pancakes,"rich, dark brown",0.8
pancakes,round bun,0.6
pancakes,bubbling,0.5
pancakes,gooey and bubbly,0.6
pancakes,reddish brown,0.7
pancakes,flat on top,0.8
pancakes,interior is fluffy,0.9
pancakes,color of a new penny,0.7
pancakes,light brown interior,0.6
pancakes,looks crispy,0.5
pancakes,small and thick,0.7
pancakes,rich golden brown,0.9
pancakes,slightly raised edge,0.5
pancakes,broader and thicker,0.6
pancakes,beige,0.7
pancakes,1/2 inch,0.5
pancakes,chocolate,0.6
pancakes,"baked, fried, saueed",0.5
pancakes,1 inch tall,0.5
pancakes,copper brown,0.7
pancakes,mildly flavored,0.5
pancakes,"round, flat cake",1.0
pancakes,golden brown bottom,0.8
pancakes,darker brown,0.6
pancakes,topped with fruit,0.6
pancakes,fried golden brown,0.8
pancakes,round or oval,0.9
pancakes,layered dish,0.9
pancakes,dimpled surface,0.7
pancakes,darker yellow color,0.5
pancakes,greasy texture,0.5
pancakes,top and a bottom,0.6
pancakes,various toppings,0.5
pancakes,uniform in thickness,0.8
pancakes,"small, round patties",0.7
pancakes,stackable,0.7
pancakes,served piping hot,0.5
pancakes,shapes,0.5
pancakes,"warm, golden color",0.8
pancakes,surface is not bumpy,0.6
pancakes,all the same shape,0.6
pancakes,brown in color,0.6
pancakes,melted together,0.8
pancakes,look very appetizing,0.6
pancakes,"soft, chewy inside",0.7
pancakes,top is rounded,0.7
pancakes,bit tan in color,0.5
pancakes,edges are scalloped,0.7
pancakes,color is toasted,0.6
pancakes,evenly cooked,0.8
pancakes,few small bubbles,0.7
pancakes,beige color,0.5
pancakes,round,1.0
pancakes,golden and delicious,0.8
pancakes,not be overcooked,0.8
pancakes,coffee brown,0.5
pancakes,slight firmness,0.6
pancakes,rounded edges,0.9
pancakes,golden orange,0.7
pancakes,"lovely, sunny hue",0.5
pancakes,overall tender,0.6
pancakes,shape is round,1.0
pancakes,a little overcooked,0.5
pancakes,slight brown tint,0.6
pancakes,quite dark in color,0.5
pancakes,flaky,0.5
pancakes,bubbly and thick,1.0
pancakes,slight graininess,0.5
pancakes,slightly domed,0.5
pancakes,thicken,1.0
pancakes,cracked and bubbled,1.0
pancakes,uniform width,0.5
pancakes,slightly shiny,0.5
pancakes,has a lot of bubbles,0.7
pancakes,visually appealing,0.6
pancakes,crispy and chewy,0.5
pancakes,look appetizing,0.6
pancakes,brown or grey,0.5
pancakes,plain,0.5
pancakes,uniform golden color,0.8
pancakes,delicate crumb,0.6
pancakes,round and flat,0.9
pancakes,moist and fugy,0.5
pancakes,stacked sandwich,0.7
pancakes,neat pile,0.8
pancakes,about 8 inches long,0.5
pancakes,texture,0.6
pancakes,two-dimensional,0.7
pancakes,soft and velvety,0.5
pancakes,not too dark,0.6
pancakes,toasted and buttered,0.5
pancakes,inside is fluffy,0.8
pancakes,tender interior,0.7
pancakes,thick and sturdy,0.6
pancakes,thick throughout,0.7
pancakes,uniform brown color,0.8
pancakes,not too thin,0.7
pancakes,yellow or brown,0.8
pancakes,sheen,0.5
pancakes,darker brown center,0.5
pancakes,golden reddish brown,1.0
pancakes,round and thick,0.7
pancakes,round cross-section,0.7
pancakes,toasty color,0.6
pancakes,bubbl,0.5
pancakes,"round, white food",1.0
pancakes,color is natural,0.5
pancakes,unadorned,0.5
pancakes,generally round,1.0
pancakes,light brown exterior,1.0
pancakes,beautiful golden hue,0.5
pancakes,stack of golden food,0.9
pancakes,light brown bottom,0.8
pancakes,golden in color,0.9
pancakes,caramel brown color,0.8
pancakes,dense crumb,0.6
pancakes,slight thickness,0.8
pancakes,flat top and bottom,0.9
pancakes,"small, round cakes",0.9
pancakes,chewy center,0.5
pancakes,"round, like a cake",0.9
pancakes,"small, flat disk",0.9
pancakes,texture is perfect,0.6
pancakes,circular border,0.8
pancakes,symmetrical shape,0.8
pancakes,buttered,0.5
pancakes,small air bubbles,0.6
pancakes,symmetrical,0.8
pancakes,little lumpy,0.7
pancakes,light brown edge,0.7
pancakes,very symmetrical,0.8
pancakes,stacked in a pile,0.9
pancakes,fluffy yellow color,0.8
pancakes,"dark, brown color",0.9
pancakes,moist shape,0.5
pancakes,flour,0.5
pancakes,moist interior,0.8
pancakes,slight chewiness,0.5
pancakes,more brown in color,0.5
pancakes,thick and golden,0.7
pancakes,shaped like a circle,0.8
pancakes,round or oval-shaped,0.7
pancakes,uniform in color,0.5
pancakes,deep golden hue,0.6
pancakes,shaped like circles,0.8
pancakes,"bright, sunny brown",0.7
pancakes,bit flat,0.8
pancakes,soft top,0.5
pancakes,dark brown edge,0.6
pancakes,looks nice and thick,0.5
pancakes,soft in the middle,0.6
pancakes,"round, blunt end",0.7
pancakes,warm to touch,0.5
pancakes,also slightly sweet,0.6
pancakes,"pure, golden color",0.8
pancakes,simple and few,0.6
pancakes,still light and airy,0.7
pancakes,color is deep golden,0.8
pancakes,nutmeg brown,0.5
pancakes,moderately thick,0.6
pancakes,"round, flat patty",0.9
pancakes,blunt ends,0.6
pancakes,crispy bottom,0.5
pancakes,a half-inch thick,0.6
pancakes,round on the top,0.8
pancakes,"round, flat bread",0.9
pancakes,"round, dense cake",0.7
pancakes,round and smooth,0.8
pancakes,edges are crispy,0.8
pancakes,syrupy texture,0.9
pancakes,flattened,1.0
pancakes,rounded,0.7
pancakes,drizzled with syrup,0.9
pancakes,outside is crispy,0.8
pancakes,perfect circle,0.8
pancakes,crisp edges,0.8
pancakes,repeating pattern,0.5
pancakes,hint of vanilla bean,0.6
pancakes,bubbly,0.7
pancakes,bit brown in color,0.9
pancakes,ruffled edges,0.7
pancakes,well-defined border,0.5
pancakes,thick and raised,0.5
pancakes,raised surface,0.6
pancakes,brownish-gold,0.9
pancakes,"deep, rich brown",0.5
pancakes,typically dark brown,0.6
pancakes,shaped like a patty,0.5
pancakes,"round, flat dish",0.5
pancakes,rich golden color,0.7
pancakes,fried in a pan,0.6
pancakes,uniform,0.5
panna cotta,a lot of toppings,0.5
panna cotta,firm and white,1.0
panna cotta,dressing thick,0.5
panna cotta,looks appetizing,0.8
panna cotta,very faint color,0.8
panna cotta,very gentle in color,0.8
panna cotta,chocolate sprinkles,0.5
panna cotta,flat top,0.8
panna cotta,"light, fluffy white",0.5
panna cotta,good,0.5
panna cotta,impress,0.8
panna cotta,white or yellow,0.8
panna cotta,pristine white,0.9
panna cotta,sugar,0.5
panna cotta,crack when spooned,0.6
panna cotta,allowed to harden,0.6
panna cotta,once chilled,0.7
panna cotta,beautiful sheen,0.5
panna cotta,color is beige,0.5
panna cotta,usually round,0.6
panna cotta,pale in color,0.6
panna cotta,rich and smooth,0.7
panna cotta,soft inside,0.5
panna cotta,traditionally topped,0.5
panna cotta,brown side,0.5
panna cotta,"round, like a food",0.6
panna cotta,slightly domed top,0.8
panna cotta,"short, thick circle",0.7
panna cotta,white or chocolate,0.9
panna cotta,"large, round shape",0.8
panna cotta,creamy interior,1.0
panna cotta,light and airy touch,0.7
panna cotta,rich and light,0.8
panna cotta,plain or seeded,0.5
panna cotta,slightly dense crumb,0.6
panna cotta,neutral color,0.9
panna cotta,"small, ceramic bowl",0.8
panna cotta,chocolate hardens,0.5
panna cotta,with a perfect bite,0.7
panna cotta,top with a cherry,0.6
panna cotta,airy texture,0.6
panna cotta,crispy outside,0.5
panna cotta,pale in colour,1.0
panna cotta,"soft, fluffy inside",0.6
panna cotta,mildly tangy,0.6
panna cotta,very versatile,0.7
panna cotta,have a slight sheen,0.7
panna cotta,pale white,1.0
panna cotta,sheen from the cream,0.9
panna cotta,light colored flesh,0.8
panna cotta,oozing with syrup,0.7
panna cotta,symmetrical in shape,0.5
panna cotta,color is uniform,0.6
panna cotta,glossy surface,0.9
panna cotta,"firm, yet velvety",0.6
panna cotta,cylindrical cake,0.5
panna cotta,cupped,0.5
panna cotta,fill,0.5
panna cotta,flat on top,1.0
panna cotta,cross-section,0.5
panna cotta,look modern and chic,0.5
panna cotta,white,1.0
panna cotta,slightly raised edge,0.5
panna cotta,pale white color,0.8
panna cotta,very pale in color,0.8
panna cotta,not be cooked,0.5
panna cotta,topped with fruit,0.5
panna cotta,stunning centerpiece,0.5
panna cotta,creamy and mild,0.8
panna cotta,slight curve from it,0.5
panna cotta,uniform in thickness,0.5
panna cotta,elegant,0.7
panna cotta,set,0.6
panna cotta,look very appetizing,0.6
panna cotta,lighter in color,0.6
panna cotta,visible through it,0.5
panna cotta,top is rounded,0.5
panna cotta,few small bubbles,0.5
panna cotta,beige color,0.6
panna cotta,round,0.6
panna cotta,slight firmness,0.5
panna cotta,rounded edges,0.5
panna cotta,white and round,0.5
panna cotta,very pale,0.5
panna cotta,overall tender,0.5
panna cotta,shape is round,0.5
panna cotta,slightly domed,0.5
panna cotta,visually appealing,1.0
panna cotta,delicate pink,0.7
panna cotta,look appetizing,1.0
panna cotta,beautiful red color,0.5
panna cotta,white base,1.0
panna cotta,uniform in shape,1.0
panna cotta,plain,0.6
panna cotta,pretty in pink color,0.7
panna cotta,velvety,1.0
panna cotta,very creamy white,1.0
panna cotta,pretty dish,0.6
panna cotta,texture,0.7
panna cotta,mostly white,0.8
panna cotta,soft and velvety,0.5
panna cotta,"creamy, dreamy white",0.8
panna cotta,sheen,1.0
panna cotta,nice bite,0.5
panna cotta,signature sweetness,0.7
panna cotta,slight opacity,0.8
panna cotta,round and thick,0.6
panna cotta,round cross-section,0.9
panna cotta,white and sticky,0.7
panna cotta,"round, white food",0.9
panna cotta,smooth custard base,1.0
panna cotta,assembled,0.5
panna cotta,color is natural,0.6
panna cotta,unadorned,0.7
panna cotta,generally round,0.8
panna cotta,bottom layer is food,0.5
panna cotta,"smooth, thick paste",0.8
panna cotta,pale ivory color,0.8
panna cotta,shaped like a globe,0.6
panna cotta,flavors,0.6
panna cotta,"pale, white color",1.0
panna cotta,strawberry and po,0.5
panna cotta,looks very luxurious,0.7
panna cotta,very pretty in color,0.5
panna cotta,"rich, indulgent",0.8
panna cotta,surface was smooth,1.0
panna cotta,slightly creamy,0.8
panna cotta,have a glossy sheen,0.7
panna cotta,slight thickness,0.7
panna cotta,flat top and bottom,0.6
panna cotta,"small, round cakes",0.7
panna cotta,glossy sheen,0.8
panna cotta,white or black,0.6
panna cotta,"round, like a cake",0.8
panna cotta,white with red spots,0.5
panna cotta,texture is perfect,0.5
panna cotta,symmetrical shape,0.9
panna cotta,looks perfect,0.8
panna cotta,intense and inviting,0.5
panna cotta,base,0.7
panna cotta,solid,0.7
panna cotta,sauce,0.8
panna cotta,symmetrical,0.9
panna cotta,milky white,0.9
panna cotta,very symmetrical,0.9
panna cotta,shiny surface,0.6
panna cotta,cream,0.8
panna cotta,delicate white color,1.0
panna cotta,dish,0.5
panna cotta,moist shape,0.5
panna cotta,moist interior,0.8
panna cotta,slight chewiness,0.5
panna cotta,shiny,0.7
panna cotta,shaped like a circle,0.6
panna cotta,chilled,0.9
panna cotta,round or oval-shaped,0.7
panna cotta,uniform in color,0.8
panna cotta,soft top,0.6
panna cotta,served whole,0.5
panna cotta,soft in the middle,0.5
panna cotta,food is curved,0.7
panna cotta,"round, blunt end",0.6
panna cotta,also slightly sweet,0.7
panna cotta,simple and few,0.5
panna cotta,still light and airy,0.7
panna cotta,different shapes,0.5
panna cotta,moderately thick,0.6
panna cotta,can also be oval,0.5
panna cotta,round on the top,0.7
panna cotta,creamier white,0.8
panna cotta,"round, white dessert",1.0
panna cotta,sheen to them,0.6
