class,concept,weight
Summer Tanager,bill color is iridescent,1.94805194805
Summer Tanager,bill color is rufous,3.8961038961
Summer Tanager,bill color is grey,11.038961039
Summer Tanager,bill color is yellow,6.49350649351
Summer Tanager,bill color is olive,3.8961038961
Summer Tanager,bill color is green,3.8961038961
Summer Tanager,bill color is orange,5.84415584416
Summer Tanager,bill color is black,3.8961038961
Summer Tanager,bill color is white,1.94805194805
Summer Tanager,bill color is red,6.49350649351
Summer Tanager,bill color is buff,38.961038961
Summer Tanager,crown color is rufous,18.6746987952
Summer Tanager,crown color is orange,3.61445783133
Summer Tanager,crown color is red,81.3253012048
Summer Tanager,wing pattern is solid,51.9083969466
Summer Tanager,wing pattern is striped,11.4503816794
Summer Tanager,wing pattern is multi-colored,36.641221374
Artic Tern,bill shape is curved (up or down),7.19424460432
Artic Tern,bill shape is dagger,46.0431654676
Artic Tern,bill shape is hooked,2.15827338129
Artic Tern,bill shape is needle,7.19424460432
Artic Tern,bill shape is hooked seabird,3.59712230216
Artic Tern,bill shape is spatulate,1.43884892086
Artic Tern,bill shape is all-purpose,30.2158273381
Artic Tern,bill shape is cone,2.15827338129
Artic Tern,wing color is blue,3.59712230216
Artic Tern,wing color is grey,32.3741007194
Artic Tern,wing color is black,3.59712230216
Artic Tern,wing color is white,80.5755395683
Artic Tern,wing color is buff,5.75539568345
Artic Tern,upperparts color is blue,1.72413793103
Artic Tern,upperparts color is grey,37.0689655172
Artic Tern,upperparts color is black,10.3448275862
Artic Tern,upperparts color is white,79.3103448276
Artic Tern,upperparts color is buff,2.58620689655
Artic Tern,underparts color is blue,1.30718954248
Artic Tern,underparts color is brown,1.96078431373
Artic Tern,underparts color is grey,15.0326797386
Artic Tern,underparts color is black,1.30718954248
Artic Tern,underparts color is white,88.8888888889
Artic Tern,underparts color is red,1.96078431373
Artic Tern,underparts color is buff,1.30718954248
Artic Tern,breast pattern is solid,95.9731543624
Artic Tern,breast pattern is spotted,4.02684563758
Artic Tern,back color is blue,1.96078431373
Artic Tern,back color is grey,31.3725490196
Artic Tern,back color is black,7.8431372549
Artic Tern,back color is white,79.4117647059
Artic Tern,back color is buff,2.94117647059
Artic Tern,tail shape is forked tail,37.8151260504
Artic Tern,tail shape is rounded tail,1.68067226891
Artic Tern,tail shape is notched tail,17.6470588235
Artic Tern,tail shape is fan-shaped tail,8.40336134454
Artic Tern,tail shape is pointed tail,26.8907563025
Artic Tern,tail shape is squared tail,7.56302521008
Artic Tern,upper tail color is blue,2.0202020202
Artic Tern,upper tail color is brown,3.0303030303
Artic Tern,upper tail color is grey,37.3737373737
Artic Tern,upper tail color is black,2.0202020202
Artic Tern,upper tail color is white,77.7777777778
Artic Tern,upper tail color is buff,2.0202020202
Artic Tern,head pattern is malar,9.15492957746
Artic Tern,head pattern is masked,4.22535211268
Artic Tern,head pattern is eyebrow,6.33802816901
Artic Tern,head pattern is eyering,9.85915492958
Artic Tern,head pattern is plain,15.4929577465
Artic Tern,head pattern is eyeline,2.11267605634
Artic Tern,head pattern is striped,2.11267605634
Artic Tern,head pattern is capped,50.7042253521
Artic Tern,breast color is blue,1.30718954248
Artic Tern,breast color is grey,16.9934640523
Artic Tern,breast color is black,3.26797385621
Artic Tern,breast color is white,88.2352941176
Artic Tern,throat color is brown,1.92307692308
Artic Tern,throat color is grey,14.7435897436
Artic Tern,throat color is black,3.84615384615
Artic Tern,throat color is white,85.8974358974
Artic Tern,throat color is buff,1.28205128205
Artic Tern,eye color is pink,2.14285714286
Artic Tern,eye color is black,92.8571428571
Artic Tern,eye color is white,2.85714285714
Artic Tern,eye color is buff,3.57142857143
Artic Tern,bill length is about the same as head,72.3880597015
Artic Tern,bill length is longer than head,9.70149253731
Artic Tern,bill length is shorter than head,17.9104477612
Artic Tern,forehead color is grey,5.19480519481
Artic Tern,forehead color is orange,1.94805194805
Artic Tern,forehead color is black,90.9090909091
Artic Tern,forehead color is white,7.14285714286
Artic Tern,forehead color is buff,5.84415584416
Artic Tern,under tail color is blue,1.76991150442
Artic Tern,under tail color is grey,34.5132743363
Artic Tern,under tail color is black,5.30973451327
Artic Tern,under tail color is white,79.6460176991
Artic Tern,under tail color is buff,5.30973451327
Artic Tern,nape color is brown,2.27272727273
Artic Tern,nape color is grey,11.3636363636
Artic Tern,nape color is pink,2.27272727273
Artic Tern,nape color is black,57.5757575758
Artic Tern,nape color is white,72.7272727273
Artic Tern,belly color is blue,1.32450331126
Artic Tern,belly color is grey,13.9072847682
Artic Tern,belly color is white,88.7417218543
Artic Tern,belly color is buff,1.98675496689
Artic Tern,wing shape is rounded-wings,14.7826086957
Artic Tern,wing shape is pointed-wings,20.0
Artic Tern,wing shape is broad-wings,10.4347826087
Artic Tern,wing shape is tapered-wings,26.9565217391
Artic Tern,wing shape is long-wings,35.652173913
Artic Tern,size is large (16 - 32 in),7.91366906475
Artic Tern,size is small (5 - 9 in),41.726618705
Artic Tern,size is very large (32 - 72 in),2.15827338129
Artic Tern,size is medium (9 - 16 in),41.726618705
Artic Tern,size is very small (3 - 5 in),6.47482014388
Artic Tern,shape is upright-perching water-like,2.12765957447
Artic Tern,shape is chicken-like-marsh,2.83687943262
Artic Tern,shape is long-legged-like,4.25531914894
Artic Tern,shape is duck-like,11.3475177305
Artic Tern,shape is gull-like,29.0780141844
Artic Tern,shape is hummingbird-like,5.67375886525
Artic Tern,shape is pigeon-like,12.0567375887
Artic Tern,shape is tree-clinging-like,2.12765957447
Artic Tern,shape is sandpiper-like,12.0567375887
Artic Tern,shape is swallow-like,10.6382978723
Artic Tern,shape is perching-like,7.80141843972
Artic Tern,back pattern is solid,78.8461538462
Artic Tern,back pattern is spotted,2.88461538462
Artic Tern,back pattern is striped,6.73076923077
Artic Tern,back pattern is multi-colored,11.5384615385
Artic Tern,tail pattern is solid,73.7288135593
Artic Tern,tail pattern is spotted,1.69491525424
Artic Tern,tail pattern is striped,8.47457627119
Artic Tern,tail pattern is multi-colored,16.1016949153
Artic Tern,belly pattern is solid,94.6308724832
Artic Tern,belly pattern is striped,5.36912751678
Artic Tern,primary color is blue,1.31578947368
Artic Tern,primary color is grey,34.2105263158
Artic Tern,primary color is black,26.9736842105
Artic Tern,primary color is white,86.1842105263
Artic Tern,primary color is red,10.5263157895
Artic Tern,primary color is buff,5.92105263158
Artic Tern,leg color is brown,4.34782608696
Artic Tern,leg color is rufous,17.3913043478
Artic Tern,leg color is grey,5.07246376812
Artic Tern,leg color is orange,17.3913043478
Artic Tern,leg color is black,6.52173913043
Artic Tern,leg color is white,3.6231884058
Artic Tern,leg color is red,54.347826087
Artic Tern,leg color is buff,1.44927536232
Artic Tern,bill color is brown,6.62251655629
Artic Tern,bill color is purple,1.98675496689
Artic Tern,bill color is rufous,21.1920529801
Artic Tern,bill color is grey,3.31125827815
Artic Tern,bill color is orange,18.5430463576
Artic Tern,bill color is black,12.582781457
Artic Tern,bill color is white,5.96026490066
Artic Tern,bill color is red,50.9933774834
Artic Tern,bill color is buff,3.31125827815
Artic Tern,crown color is rufous,1.92307692308
Artic Tern,crown color is grey,5.12820512821
Artic Tern,crown color is pink,1.92307692308
Artic Tern,crown color is orange,1.92307692308
Artic Tern,crown color is black,91.0256410256
Artic Tern,crown color is white,4.48717948718
Artic Tern,wing pattern is solid,78.0303030303
Artic Tern,wing pattern is spotted,1.51515151515
Artic Tern,wing pattern is striped,7.57575757576
Artic Tern,wing pattern is multi-colored,12.8787878788
Black Tern,bill shape is curved (up or down),7.69230769231
Black Tern,bill shape is dagger,31.4685314685
Black Tern,bill shape is needle,2.0979020979
Black Tern,bill shape is hooked seabird,0.699300699301
Black Tern,bill shape is all-purpose,55.9440559441
Black Tern,bill shape is cone,2.0979020979
Black Tern,wing color is brown,9.84848484848
Black Tern,wing color is grey,72.7272727273
Black Tern,wing color is black,29.5454545455
Black Tern,wing color is white,33.3333333333
Black Tern,wing color is buff,13.6363636364
Black Tern,upperparts color is blue,2.45901639344
Black Tern,upperparts color is brown,10.6557377049
Black Tern,upperparts color is iridescent,2.45901639344
Black Tern,upperparts color is grey,69.6721311475
Black Tern,upperparts color is black,31.1475409836
Black Tern,upperparts color is white,21.3114754098
Black Tern,upperparts color is buff,7.37704918033
Black Tern,underparts color is brown,9.48905109489
Black Tern,underparts color is rufous,2.1897810219
Black Tern,underparts color is grey,18.9781021898
Black Tern,underparts color is black,62.0437956204
Black Tern,underparts color is white,35.0364963504
Black Tern,underparts color is buff,7.29927007299
Black Tern,breast pattern is solid,78.8321167883
Black Tern,breast pattern is spotted,2.1897810219
Black Tern,breast pattern is striped,6.56934306569
Black Tern,breast pattern is multi-colored,12.4087591241
Black Tern,back color is brown,8.91089108911
Black Tern,back color is rufous,2.9702970297
Black Tern,back color is grey,65.3465346535
Black Tern,back color is yellow,3.9603960396
Black Tern,back color is black,26.7326732673
Black Tern,back color is white,15.8415841584
Black Tern,back color is buff,8.91089108911
Black Tern,tail shape is forked tail,16.0
Black Tern,tail shape is rounded tail,14.4
Black Tern,tail shape is notched tail,18.4
Black Tern,tail shape is fan-shaped tail,19.2
Black Tern,tail shape is pointed tail,26.4
Black Tern,tail shape is squared tail,5.6
Black Tern,upper tail color is brown,4.67289719626
Black Tern,upper tail color is grey,51.4018691589
Black Tern,upper tail color is orange,2.80373831776
Black Tern,upper tail color is black,28.9719626168
Black Tern,upper tail color is white,36.4485981308
Black Tern,upper tail color is red,2.80373831776
Black Tern,upper tail color is buff,8.41121495327
Black Tern,head pattern is spotted,2.15827338129
Black Tern,head pattern is malar,1.43884892086
Black Tern,head pattern is masked,2.87769784173
Black Tern,head pattern is unique pattern,1.43884892086
Black Tern,head pattern is eyebrow,7.91366906475
Black Tern,head pattern is eyering,9.35251798561
Black Tern,head pattern is plain,39.5683453237
Black Tern,head pattern is eyeline,12.9496402878
Black Tern,head pattern is striped,5.75539568345
Black Tern,head pattern is capped,19.4244604317
Black Tern,breast color is brown,5.88235294118
Black Tern,breast color is iridescent,2.20588235294
Black Tern,breast color is grey,14.7058823529
Black Tern,breast color is olive,2.20588235294
Black Tern,breast color is pink,2.20588235294
Black Tern,breast color is orange,2.20588235294
Black Tern,breast color is black,59.5588235294
Black Tern,breast color is white,33.0882352941
Black Tern,breast color is buff,1.47058823529
Black Tern,throat color is brown,7.23684210526
Black Tern,throat color is rufous,1.97368421053
Black Tern,throat color is grey,12.5
Black Tern,throat color is yellow,1.97368421053
Black Tern,throat color is black,55.2631578947
Black Tern,throat color is white,32.2368421053
Black Tern,throat color is buff,3.28947368421
Black Tern,eye color is blue,1.93548387097
Black Tern,eye color is brown,1.93548387097
Black Tern,eye color is grey,4.51612903226
Black Tern,eye color is olive,1.93548387097
Black Tern,eye color is black,89.0322580645
Black Tern,eye color is red,1.93548387097
Black Tern,eye color is buff,3.22580645161
Black Tern,bill length is about the same as head,86.2068965517
Black Tern,bill length is longer than head,6.20689655172
Black Tern,bill length is shorter than head,8.96551724138
Black Tern,forehead color is blue,2.0
Black Tern,forehead color is brown,1.33333333333
Black Tern,forehead color is iridescent,2.0
Black Tern,forehead color is grey,15.3333333333
Black Tern,forehead color is black,55.3333333333
Black Tern,forehead color is white,30.6666666667
Black Tern,forehead color is buff,4.0
Black Tern,under tail color is brown,7.43801652893
Black Tern,under tail color is rufous,4.95867768595
Black Tern,under tail color is grey,53.7190082645
Black Tern,under tail color is black,26.4462809917
Black Tern,under tail color is white,33.8842975207
Black Tern,under tail color is buff,9.9173553719
Black Tern,nape color is blue,1.93548387097
Black Tern,nape color is brown,7.09677419355
Black Tern,nape color is iridescent,1.93548387097
Black Tern,nape color is grey,18.064516129
Black Tern,nape color is pink,1.93548387097
Black Tern,nape color is orange,1.93548387097
Black Tern,nape color is black,60.0
Black Tern,nape color is white,30.9677419355
Black Tern,nape color is red,3.87096774194
Black Tern,belly color is brown,5.34351145038
Black Tern,belly color is rufous,2.29007633588
Black Tern,belly color is grey,15.2671755725
Black Tern,belly color is pink,2.29007633588
Black Tern,belly color is black,59.5419847328
Black Tern,belly color is white,29.7709923664
Black Tern,belly color is red,2.29007633588
Black Tern,belly color is buff,8.39694656489
Black Tern,wing shape is rounded-wings,18.1818181818
Black Tern,wing shape is pointed-wings,27.2727272727
Black Tern,wing shape is broad-wings,9.09090909091
Black Tern,wing shape is tapered-wings,28.9256198347
Black Tern,wing shape is long-wings,24.7933884298
Black Tern,size is large (16 - 32 in),2.22222222222
Black Tern,size is small (5 - 9 in),39.2592592593
Black Tern,size is very large (32 - 72 in),8.14814814815
Black Tern,size is medium (9 - 16 in),46.6666666667
Black Tern,size is very small (3 - 5 in),3.7037037037
Black Tern,shape is upright-perching water-like,4.61538461538
Black Tern,shape is chicken-like-marsh,5.38461538462
Black Tern,shape is long-legged-like,2.30769230769
Black Tern,shape is owl-like,4.61538461538
Black Tern,shape is gull-like,31.5384615385
Black Tern,shape is hummingbird-like,2.30769230769
Black Tern,shape is pigeon-like,9.23076923077
Black Tern,shape is tree-clinging-like,1.53846153846
Black Tern,shape is hawk-like,3.07692307692
Black Tern,shape is sandpiper-like,13.8461538462
Black Tern,shape is upland-ground-like,4.61538461538
Black Tern,shape is swallow-like,6.92307692308
Black Tern,shape is perching-like,10.0
Black Tern,back pattern is solid,53.9215686275
Black Tern,back pattern is spotted,5.88235294118
Black Tern,back pattern is striped,6.86274509804
Black Tern,back pattern is multi-colored,33.3333333333
Black Tern,tail pattern is solid,55.9322033898
Black Tern,tail pattern is spotted,2.54237288136
Black Tern,tail pattern is striped,12.7118644068
Black Tern,tail pattern is multi-colored,28.813559322
Black Tern,belly pattern is solid,73.0158730159
Black Tern,belly pattern is spotted,4.7619047619
Black Tern,belly pattern is striped,6.34920634921
Black Tern,belly pattern is multi-colored,15.873015873
Black Tern,primary color is brown,6.04026845638
Black Tern,primary color is grey,51.0067114094
Black Tern,primary color is pink,4.02684563758
Black Tern,primary color is black,47.6510067114
Black Tern,primary color is white,28.8590604027
Black Tern,primary color is red,2.01342281879
Black Tern,primary color is buff,8.72483221477
Black Tern,leg color is blue,2.72727272727
Black Tern,leg color is brown,11.8181818182
Black Tern,leg color is rufous,1.81818181818
Black Tern,leg color is grey,13.6363636364
Black Tern,leg color is pink,6.36363636364
Black Tern,leg color is orange,4.54545454545
Black Tern,leg color is black,51.8181818182
Black Tern,leg color is red,4.54545454545
Black Tern,leg color is buff,16.3636363636
Black Tern,bill color is brown,1.93548387097
Black Tern,bill color is rufous,1.93548387097
Black Tern,bill color is grey,17.4193548387
Black Tern,bill color is orange,1.29032258065
Black Tern,bill color is black,80.0
Black Tern,bill color is white,5.16129032258
Black Tern,bill color is red,2.58064516129
Black Tern,bill color is buff,1.93548387097
Black Tern,crown color is brown,6.66666666667
Black Tern,crown color is grey,19.3333333333
Black Tern,crown color is black,66.0
Black Tern,crown color is white,17.3333333333
Black Tern,crown color is red,4.0
Black Tern,crown color is buff,4.0
Black Tern,wing pattern is solid,44.8818897638
Black Tern,wing pattern is striped,15.7480314961
Black Tern,wing pattern is multi-colored,39.3700787402
Caspian Tern,bill shape is curved (up or down),2.12765957447
Caspian Tern,bill shape is dagger,68.7943262411
Caspian Tern,bill shape is hooked seabird,3.54609929078
Caspian Tern,bill shape is all-purpose,25.5319148936
Caspian Tern,wing color is brown,4.51127819549
Caspian Tern,wing color is grey,36.0902255639
Caspian Tern,wing color is green,2.25563909774
Caspian Tern,wing color is black,21.8045112782
Caspian Tern,wing color is white,69.9248120301
Caspian Tern,wing color is buff,3.00751879699
Caspian Tern,upperparts color is brown,6.59340659341
Caspian Tern,upperparts color is grey,42.8571428571
Caspian Tern,upperparts color is olive,3.2967032967
Caspian Tern,upperparts color is black,19.7802197802
Caspian Tern,upperparts color is white,65.9340659341
Caspian Tern,underparts color is grey,10.625
Caspian Tern,underparts color is black,6.25
Caspian Tern,underparts color is white,90.625
Caspian Tern,underparts color is buff,3.75
Caspian Tern,breast pattern is solid,94.3396226415
Caspian Tern,breast pattern is striped,1.88679245283
Caspian Tern,breast pattern is multi-colored,3.77358490566
Caspian Tern,back color is rufous,3.94736842105
Caspian Tern,back color is grey,28.9473684211
Caspian Tern,back color is yellow,3.94736842105
Caspian Tern,back color is black,9.21052631579
Caspian Tern,back color is white,73.6842105263
Caspian Tern,tail shape is forked tail,26.3565891473
Caspian Tern,tail shape is rounded tail,5.42635658915
Caspian Tern,tail shape is notched tail,10.8527131783
Caspian Tern,tail shape is fan-shaped tail,27.9069767442
Caspian Tern,tail shape is pointed tail,22.480620155
Caspian Tern,tail shape is squared tail,6.97674418605
Caspian Tern,upper tail color is grey,29.7297297297
Caspian Tern,upper tail color is pink,12.1621621622
Caspian Tern,upper tail color is black,13.5135135135
Caspian Tern,upper tail color is white,62.1621621622
Caspian Tern,head pattern is spotted,2.05479452055
Caspian Tern,head pattern is malar,8.21917808219
Caspian Tern,head pattern is crested,2.05479452055
Caspian Tern,head pattern is masked,12.3287671233
Caspian Tern,head pattern is eyebrow,4.79452054795
Caspian Tern,head pattern is eyering,5.47945205479
Caspian Tern,head pattern is plain,10.2739726027
Caspian Tern,head pattern is eyeline,10.2739726027
Caspian Tern,head pattern is striped,2.05479452055
Caspian Tern,head pattern is capped,54.1095890411
Caspian Tern,breast color is iridescent,1.86335403727
Caspian Tern,breast color is grey,10.5590062112
Caspian Tern,breast color is pink,1.86335403727
Caspian Tern,breast color is black,3.10559006211
Caspian Tern,breast color is white,89.4409937888
Caspian Tern,breast color is buff,1.86335403727
Caspian Tern,throat color is brown,1.81818181818
Caspian Tern,throat color is grey,6.06060606061
Caspian Tern,throat color is pink,1.81818181818
Caspian Tern,throat color is white,95.1515151515
Caspian Tern,eye color is blue,2.20588235294
Caspian Tern,eye color is grey,1.47058823529
Caspian Tern,eye color is pink,2.20588235294
Caspian Tern,eye color is black,91.9117647059
Caspian Tern,eye color is white,3.67647058824
Caspian Tern,bill length is about the same as head,88.4615384615
Caspian Tern,bill length is longer than head,8.33333333333
Caspian Tern,bill length is shorter than head,5.12820512821
Caspian Tern,forehead color is blue,1.96078431373
Caspian Tern,forehead color is iridescent,1.30718954248
Caspian Tern,forehead color is grey,15.0326797386
Caspian Tern,forehead color is black,71.8954248366
Caspian Tern,forehead color is white,20.9150326797
Caspian Tern,forehead color is buff,3.92156862745
Caspian Tern,under tail color is brown,2.5
Caspian Tern,under tail color is grey,21.6666666667
Caspian Tern,under tail color is black,33.3333333333
Caspian Tern,under tail color is white,69.1666666667
Caspian Tern,nape color is blue,1.98675496689
Caspian Tern,nape color is iridescent,1.32450331126
Caspian Tern,nape color is rufous,1.98675496689
Caspian Tern,nape color is grey,12.582781457
Caspian Tern,nape color is black,35.761589404
Caspian Tern,nape color is white,77.4834437086
Caspian Tern,belly color is grey,8.33333333333
Caspian Tern,belly color is pink,1.92307692308
Caspian Tern,belly color is black,1.28205128205
Caspian Tern,belly color is white,92.3076923077
Caspian Tern,belly color is red,1.92307692308
Caspian Tern,belly color is buff,1.92307692308
Caspian Tern,wing shape is rounded-wings,13.9534883721
Caspian Tern,wing shape is pointed-wings,26.3565891473
Caspian Tern,wing shape is broad-wings,3.1007751938
Caspian Tern,wing shape is tapered-wings,23.2558139535
Caspian Tern,wing shape is long-wings,38.7596899225
Caspian Tern,size is large (16 - 32 in),2.87769784173
Caspian Tern,size is small (5 - 9 in),21.5827338129
Caspian Tern,size is very large (32 - 72 in),12.9496402878
Caspian Tern,size is medium (9 - 16 in),61.1510791367
Caspian Tern,size is very small (3 - 5 in),1.43884892086
Caspian Tern,shape is upright-perching water-like,4.8275862069
Caspian Tern,shape is chicken-like-marsh,3.44827586207
Caspian Tern,shape is long-legged-like,1.37931034483
Caspian Tern,shape is gull-like,42.7586206897
Caspian Tern,shape is hummingbird-like,2.06896551724
Caspian Tern,shape is pigeon-like,2.75862068966
Caspian Tern,shape is tree-clinging-like,1.37931034483
Caspian Tern,shape is hawk-like,2.06896551724
Caspian Tern,shape is sandpiper-like,12.4137931034
Caspian Tern,shape is upland-ground-like,2.06896551724
Caspian Tern,shape is swallow-like,20.0
Caspian Tern,shape is perching-like,4.8275862069
Caspian Tern,back pattern is solid,72.3684210526
Caspian Tern,back pattern is spotted,2.63157894737
Caspian Tern,back pattern is striped,7.89473684211
Caspian Tern,back pattern is multi-colored,17.1052631579
Caspian Tern,tail pattern is solid,59.4827586207
Caspian Tern,tail pattern is spotted,2.58620689655
Caspian Tern,tail pattern is striped,7.75862068966
Caspian Tern,tail pattern is multi-colored,30.1724137931
Caspian Tern,belly pattern is solid,88.961038961
Caspian Tern,belly pattern is spotted,3.8961038961
Caspian Tern,belly pattern is striped,1.94805194805
Caspian Tern,belly pattern is multi-colored,5.19480519481
Caspian Tern,primary color is blue,1.91082802548
Caspian Tern,primary color is rufous,1.91082802548
Caspian Tern,primary color is grey,15.923566879
Caspian Tern,primary color is orange,1.91082802548
Caspian Tern,primary color is black,22.9299363057
Caspian Tern,primary color is white,89.1719745223
Caspian Tern,primary color is red,5.09554140127
Caspian Tern,leg color is brown,5.55555555556
Caspian Tern,leg color is purple,2.77777777778
Caspian Tern,leg color is rufous,0.925925925926
Caspian Tern,leg color is grey,2.77777777778
Caspian Tern,leg color is orange,8.33333333333
Caspian Tern,leg color is black,79.6296296296
Caspian Tern,leg color is red,2.77777777778
Caspian Tern,leg color is buff,5.55555555556
Caspian Tern,bill color is brown,1.23456790123
Caspian Tern,bill color is rufous,10.4938271605
Caspian Tern,bill color is grey,3.7037037037
Caspian Tern,bill color is orange,35.8024691358
Caspian Tern,bill color is black,16.6666666667
Caspian Tern,bill color is white,3.08641975309
Caspian Tern,bill color is red,50.6172839506
Caspian Tern,crown color is brown,1.89873417722
Caspian Tern,crown color is iridescent,1.89873417722
Caspian Tern,crown color is grey,15.8227848101
Caspian Tern,crown color is yellow,1.89873417722
Caspian Tern,crown color is orange,1.89873417722
Caspian Tern,crown color is black,77.8481012658
Caspian Tern,crown color is white,12.6582278481
Caspian Tern,crown color is red,1.89873417722
Caspian Tern,wing pattern is solid,55.8333333333
Caspian Tern,wing pattern is spotted,4.16666666667
Caspian Tern,wing pattern is striped,9.16666666667
Caspian Tern,wing pattern is multi-colored,30.8333333333
Common Tern,bill shape is curved (up or down),1.92307692308
Common Tern,bill shape is dagger,62.8205128205
Common Tern,bill shape is hooked,1.92307692308
Common Tern,bill shape is needle,1.28205128205
Common Tern,bill shape is hooked seabird,7.05128205128
Common Tern,bill shape is all-purpose,23.0769230769
Common Tern,bill shape is cone,1.92307692308
Common Tern,wing color is brown,6.04026845638
Common Tern,wing color is grey,59.0604026846
Common Tern,wing color is yellow,4.02684563758
Common Tern,wing color is black,14.7651006711
Common Tern,wing color is white,63.7583892617
Common Tern,wing color is buff,7.38255033557
Common Tern,upperparts color is blue,2.1897810219
Common Tern,upperparts color is brown,5.83941605839
Common Tern,upperparts color is grey,56.204379562
Common Tern,upperparts color is green,2.1897810219
Common Tern,upperparts color is black,13.1386861314
Common Tern,upperparts color is white,67.1532846715
Common Tern,upperparts color is buff,6.56934306569
Common Tern,underparts color is blue,3.82165605096
Common Tern,underparts color is brown,3.82165605096
Common Tern,underparts color is grey,12.7388535032
Common Tern,underparts color is orange,1.91082802548
Common Tern,underparts color is black,1.91082802548
Common Tern,underparts color is white,83.4394904459
Common Tern,underparts color is red,1.91082802548
Common Tern,underparts color is buff,2.54777070064
Common Tern,breast pattern is solid,88.75
Common Tern,breast pattern is spotted,1.875
Common Tern,breast pattern is striped,5.625
Common Tern,breast pattern is multi-colored,3.75
Common Tern,back color is blue,4.38596491228
Common Tern,back color is brown,2.63157894737
Common Tern,back color is grey,51.7543859649
Common Tern,back color is pink,2.63157894737
Common Tern,back color is black,5.26315789474
Common Tern,back color is white,55.2631578947
Common Tern,back color is buff,5.26315789474
Common Tern,tail shape is forked tail,29.1338582677
Common Tern,tail shape is rounded tail,7.87401574803
Common Tern,tail shape is notched tail,8.66141732283
Common Tern,tail shape is fan-shaped tail,11.0236220472
Common Tern,tail shape is pointed tail,37.7952755906
Common Tern,tail shape is squared tail,5.51181102362
Common Tern,upper tail color is purple,2.45901639344
Common Tern,upper tail color is grey,53.2786885246
Common Tern,upper tail color is pink,4.91803278689
Common Tern,upper tail color is black,9.01639344262
Common Tern,upper tail color is white,52.4590163934
Common Tern,upper tail color is buff,4.09836065574
Common Tern,head pattern is spotted,1.98675496689
Common Tern,head pattern is malar,4.6357615894
Common Tern,head pattern is crested,1.98675496689
Common Tern,head pattern is masked,5.96026490066
Common Tern,head pattern is unique pattern,2.64900662252
Common Tern,head pattern is eyebrow,11.9205298013
Common Tern,head pattern is eyering,7.28476821192
Common Tern,head pattern is plain,10.5960264901
Common Tern,head pattern is eyeline,3.31125827815
Common Tern,head pattern is striped,3.31125827815
Common Tern,head pattern is capped,49.0066225166
Common Tern,breast color is blue,1.91082802548
Common Tern,breast color is grey,8.28025477707
Common Tern,breast color is yellow,1.91082802548
Common Tern,breast color is black,1.91082802548
Common Tern,breast color is white,87.898089172
Common Tern,breast color is red,1.91082802548
Common Tern,breast color is buff,1.91082802548
Common Tern,throat color is grey,10.7142857143
Common Tern,throat color is pink,1.78571428571
Common Tern,throat color is white,87.5
Common Tern,throat color is red,1.78571428571
Common Tern,throat color is buff,1.78571428571
Common Tern,eye color is brown,2.25563909774
Common Tern,eye color is grey,2.25563909774
Common Tern,eye color is yellow,2.25563909774
Common Tern,eye color is pink,4.51127819549
Common Tern,eye color is black,86.4661654135
Common Tern,eye color is white,2.25563909774
Common Tern,eye color is buff,4.51127819549
Common Tern,bill length is about the same as head,89.7959183673
Common Tern,bill length is longer than head,6.12244897959
Common Tern,bill length is shorter than head,4.08163265306
Common Tern,forehead color is brown,3.65853658537
Common Tern,forehead color is rufous,1.82926829268
Common Tern,forehead color is grey,5.48780487805
Common Tern,forehead color is black,79.2682926829
Common Tern,forehead color is white,10.9756097561
Common Tern,forehead color is buff,3.0487804878
Common Tern,under tail color is brown,2.12765957447
Common Tern,under tail color is rufous,2.12765957447
Common Tern,under tail color is grey,43.2624113475
Common Tern,under tail color is yellow,2.12765957447
Common Tern,under tail color is orange,2.12765957447
Common Tern,under tail color is black,6.3829787234
Common Tern,under tail color is white,69.5035460993
Common Tern,under tail color is buff,4.25531914894
Common Tern,nape color is grey,12.1621621622
Common Tern,nape color is olive,2.02702702703
Common Tern,nape color is orange,2.02702702703
Common Tern,nape color is black,60.8108108108
Common Tern,nape color is white,66.2162162162
Common Tern,belly color is brown,1.29032258065
Common Tern,belly color is rufous,3.87096774194
Common Tern,belly color is grey,15.4838709677
Common Tern,belly color is yellow,3.87096774194
Common Tern,belly color is black,1.93548387097
Common Tern,belly color is white,80.6451612903
Common Tern,belly color is buff,2.58064516129
Common Tern,wing shape is rounded-wings,34.375
Common Tern,wing shape is pointed-wings,12.5
Common Tern,wing shape is broad-wings,2.34375
Common Tern,wing shape is tapered-wings,19.53125
Common Tern,wing shape is long-wings,35.15625
Common Tern,size is large (16 - 32 in),10.2040816327
Common Tern,size is small (5 - 9 in),25.1700680272
Common Tern,size is very large (32 - 72 in),2.04081632653
Common Tern,size is medium (9 - 16 in),59.1836734694
Common Tern,size is very small (3 - 5 in),3.40136054422
Common Tern,shape is upright-perching water-like,1.98675496689
Common Tern,shape is long-legged-like,1.32450331126
Common Tern,shape is duck-like,1.98675496689
Common Tern,shape is gull-like,47.0198675497
Common Tern,shape is hummingbird-like,7.94701986755
Common Tern,shape is pigeon-like,3.31125827815
Common Tern,shape is tree-clinging-like,1.98675496689
Common Tern,shape is sandpiper-like,15.2317880795
Common Tern,shape is upland-ground-like,3.97350993377
Common Tern,shape is swallow-like,5.29801324503
Common Tern,shape is perching-like,9.93377483444
Common Tern,back pattern is solid,57.5221238938
Common Tern,back pattern is striped,10.6194690265
